member_no,lastname,firstname,issue_dt,expr_dt,region_no,corp_no
9169,QUINT,UPOOCXCVGWRCHC,1999-10-13 10:43:26,2000-10-12 10:43:26,3,
9170,RYAN,XKNNJE,1999-10-13 10:43:26,2000-10-12 10:43:26,8,
9171,STEIN,PLLUOOQHERYZUH,1999-10-13 10:43:26,2000-10-12 10:43:26,6,142
9172,TOLSKY,XKIRMR,1999-10-13 10:43:26,2000-10-12 10:43:26,6,
9173,UNAKLET,STMS,1999-10-13 10:43:26,2000-10-12 10:43:26,3,
9174,VANN,UHFAXJKYIYSX,1999-10-13 10:43:26,2000-10-12 10:43:26,6,451
9175,WOLFMULE,DQFED,1999-10-13 10:43:26,2000-10-12 10:43:26,9,
9176,XAVIER,HNCHFNYOH,1999-10-13 10:43:26,2000-10-12 10:43:26,8,
9177,YEONG,RFP,1999-10-13 10:43:26,2000-10-12 10:43:26,8,
9178,ZUCKER,KESUHBDTAPPTYM,1999-10-13 10:43:26,2000-10-12 10:43:26,9,
9179,ANDERSON,GVGNOJZSSOUOSK,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9180,BARR,YKZRKIVLDSVLPX,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9181,CHEN,HGUOXPLBJROINN,1999-10-13 10:43:27,2000-10-12 10:43:27,4,
9182,DORR,CRLVRUDGZGHGYP,1999-10-13 10:43:27,2000-10-12 10:43:27,4,
9183,EFLIN,GDOAUHHHQUUKEJ,1999-10-13 10:43:27,2000-10-12 10:43:27,5,425
9184,FLORINI,WWCJHXK,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9185,GOHAN,MTDKPVDMQ,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9186,HAHN,URLEKBNFVWXXLD,1999-10-13 10:43:27,2000-10-12 10:43:27,4,114
9187,INFANTE,XYVPUAHWIIWOUE,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9188,JONES,JYLSEPBNFYUHIS,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9189,KAHRMANN,OZAYLJVQDJLWJA,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9190,LING,OQWTJVPCEEFXII,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9191,MAKAI,SLHCSDTSRQCMZO,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9192,NELSON,DLOXT,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9193,OLPHANT,MVMNQOFKDPVWFS,1999-10-13 10:43:27,2000-10-12 10:43:27,5,
9194,PAYNTER,FBKFH,1999-10-13 10:43:27,2000-10-12 10:43:27,8,
9195,QUINT,XCJTVTQGJKAV,1999-10-13 10:43:27,2000-10-12 10:43:27,4,
9196,RYAN,YHSO,1999-10-13 10:43:27,2000-10-12 10:43:27,4,
9197,STEIN,OKVFJQJTNJTNBQ,1999-10-13 10:43:27,2000-10-12 10:43:27,3,
9198,TOLSKY,UIOHR,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9199,UNAKLET,ERIROTDVWCPLH,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9200,VANN,QYJUWVGIIFSDYZ,1999-10-13 10:43:27,2000-10-12 10:43:27,3,376
9201,WOLFMULE,DSGFMRQESF,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9202,XAVIER,DERQ,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9203,YEONG,DBOVSWCDYWUSM,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9204,ZUCKER,CSZKKTOIQLSTMX,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9205,ANDERSON,WVCCBTGYSNRHRH,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9206,BARR,DKYHY,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9207,CHEN,BZEETOLVGDBN,1999-10-13 10:43:27,2000-10-12 10:43:27,5,
9208,DORR,PYXRANPFGAIVFW,1999-10-13 10:43:27,2000-10-12 10:43:27,8,
9209,EFLIN,FVWJYNHJY,1999-10-13 10:43:27,2000-10-12 10:43:27,4,172
9210,FLORINI,CVTOUPDXAV,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9211,GOHAN,LENJEOQSKYYAQW,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9212,HAHN,WVLHSJHLGUTDGG,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9213,INFANTE,OSPVXFDHRKS,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9214,JONES,XQJTFQCOXKHDBB,1999-10-13 10:43:27,2000-10-12 10:43:27,3,
9215,KAHRMANN,GTJMJZ,1999-10-13 10:43:27,2000-10-12 10:43:27,7,406
9216,LING,CWBWHLWYWTTUQS,1999-10-13 10:43:27,2000-10-12 10:43:27,3,
9217,MAKAI,GWBTSYNVT,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9218,NELSON,ZXXIGJLN,1999-10-13 10:43:27,2000-10-12 10:43:27,4,
9219,OLPHANT,UQFAM,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9220,PAYNTER,UWDKSWQQHSSTBO,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9221,QUINT,OUNWBVJJTSLISG,1999-10-13 10:43:27,2000-10-12 10:43:27,8,
9222,RYAN,CCVLYLUZJOSYOD,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9223,STEIN,UOHJLCPGMHJYIN,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9224,TOLSKY,JFPTHPLXCEYNXE,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9225,UNAKLET,INGOXPFPYPBKKA,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9226,VANN,LQDS,1999-10-13 10:43:27,2000-10-12 10:43:27,8,
9227,WOLFMULE,ZREGK,1999-10-13 10:43:27,2000-10-12 10:43:27,4,
9228,XAVIER,BKYFVU,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9229,YEONG,SDLRFDBSCNCDXI,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9230,ZUCKER,KSSOABQIBFWP,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9231,ANDERSON,HVXLQIG,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9232,BARR,KBNTUOWOKFVOCC,1999-10-13 10:43:27,2000-10-12 10:43:27,8,
9233,CHEN,FHBG,1999-10-13 10:43:27,2000-10-12 10:43:27,3,
9234,DORR,KAKTUHMBQAWV,1999-10-13 10:43:27,2000-10-12 10:43:27,3,
9235,EFLIN,UJDBHRJSNZOYAA,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9236,FLORINI,NDYNWHNBQIRW,1999-10-13 10:43:27,2000-10-12 10:43:27,6,367
9237,GOHAN,OTIMCKFVMHWU,1999-10-13 10:43:27,2000-10-12 10:43:27,5,
9238,HAHN,POBDHEKXIAECFQ,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9239,INFANTE,SFYN,1999-10-13 10:43:27,2000-10-12 10:43:27,5,
9240,JONES,XLRDERUXJQWCAM,1999-10-13 10:43:27,2000-10-12 10:43:27,7,165
9241,KAHRMANN,NBHINMFCPITDDJ,1999-10-13 10:43:27,2000-10-12 10:43:27,3,
9242,LING,UPVDWLKOSWBRBM,1999-10-13 10:43:27,2000-10-12 10:43:27,8,
9243,MAKAI,JPYZXQKFCBBHDG,1999-10-13 10:43:27,2000-10-12 10:43:27,4,
9244,NELSON,XKRVEPKNDVU,1999-10-13 10:43:27,2000-10-12 10:43:27,3,473
9245,OLPHANT,CGBWWHKLYOEGRR,1999-10-13 10:43:27,2000-10-12 10:43:27,9,
9246,PAYNTER,FZEIXVMGC,1999-10-13 10:43:27,2000-10-12 10:43:27,7,
9247,QUINT,HMAUAQ,1999-10-13 10:43:27,2000-10-12 10:43:27,5,
9248,RYAN,XYEEZVRCODTBWU,1999-10-13 10:43:27,2000-10-12 10:43:27,7,359
9249,STEIN,LWHFGJNCXFGY,1999-10-13 10:43:27,2000-10-12 10:43:27,5,
9250,TOLSKY,TDJKWYVXIWFEQG,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9251,UNAKLET,AIHPVSNCKEOHJM,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9252,VANN,FUOPNKNCFRMHEW,1999-10-13 10:43:27,2000-10-12 10:43:27,9,232
9253,WOLFMULE,BYCXRODZDKSNYC,1999-10-13 10:43:27,2000-10-12 10:43:27,2,
9254,XAVIER,YJSSVBXNYVSRPS,1999-10-13 10:43:27,2000-10-12 10:43:27,6,
9255,YEONG,TYPUACQTHMENT,1999-10-13 10:43:27,2000-10-12 10:43:27,8,
9256,ZUCKER,CDNBXSJCCW,1999-10-13 10:43:27,2000-10-12 10:43:27,7,359
9257,ANDERSON,VRPYQSZLMTOXFC,1999-10-13 10:43:28,2000-10-12 10:43:28,9,421
9258,BARR,MYBHAJBGYB,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9259,CHEN,XJKCXH,1999-10-13 10:43:28,2000-10-12 10:43:28,9,
9260,DORR,BMXFFICAWKAT,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9261,EFLIN,KWVGTNQLDVFP,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9262,FLORINI,LOPZUGLPTRRBTK,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9263,GOHAN,DNCBVI,1999-10-13 10:43:28,2000-10-12 10:43:28,8,
9264,HAHN,YSRTBTWXGWPOAJ,1999-10-13 10:43:28,2000-10-12 10:43:28,3,
9265,INFANTE,MPVLLOBMEUCETU,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9266,JONES,UCRRYONSR,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9267,KAHRMANN,QLASUYM,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9268,LING,ZUSPHTIZQ,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9269,MAKAI,VNCNFGUL,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9270,NELSON,EXTLLNWFOWDCUV,1999-10-13 10:43:28,2000-10-12 10:43:28,3,
9271,OLPHANT,PIJ,1999-10-13 10:43:28,2000-10-12 10:43:28,8,
9272,PAYNTER,XQWOVYGAHLUI,1999-10-13 10:43:28,2000-10-12 10:43:28,3,
9273,QUINT,SMXMWIKIQVXYJM,1999-10-13 10:43:28,2000-10-12 10:43:28,8,
9274,RYAN,DNQFQFIE,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9275,STEIN,DAE,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9276,TOLSKY,AFESB,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9277,UNAKLET,NGUDYOIHDPROLO,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9278,VANN,ARBVEBNQWTGRFC,1999-10-13 10:43:28,2000-10-12 10:43:28,6,463
9279,WOLFMULE,VUVRHOLDNSEJHG,1999-10-13 10:43:28,2000-10-12 10:43:28,9,340
9280,XAVIER,JIWWRLLQAXQ,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9281,YEONG,LVRUAEZSWUTATQ,1999-10-13 10:43:28,2000-10-12 10:43:28,6,
9282,ZUCKER,JKSHCVWJQQMXHQ,1999-10-13 10:43:28,2000-10-12 10:43:28,4,425
9283,ANDERSON,KIMDQ,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9284,BARR,LUYXTHHKOEKOHH,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9285,CHEN,KTFCVAQYQVUJSF,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9286,DORR,CLYA,1999-10-13 10:43:28,2000-10-12 10:43:28,3,
9287,EFLIN,EMIKNVRXJHCRWH,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9288,FLORINI,JMXLIHQVEFYLTI,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9289,GOHAN,CTGRRIK,1999-10-13 10:43:28,2000-10-12 10:43:28,6,
9290,HAHN,NSYMPKDSXLSGFE,1999-10-13 10:43:28,2000-10-12 10:43:28,2,210
9291,INFANTE,PSUGWCMTHXHDFR,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9292,JONES,BXI,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9293,KAHRMANN,BNKHQEEDGFEXF,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9294,LING,XUXNDASQITZXYG,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9295,MAKAI,FCONULDUDYKIUH,1999-10-13 10:43:28,2000-10-12 10:43:28,6,
9296,NELSON,XFV,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9297,OLPHANT,XLOSEOCO,1999-10-13 10:43:28,2000-10-12 10:43:28,3,
9298,PAYNTER,VGOLSHTXMKCGH,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9299,QUINT,UBYVHVU,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9300,RYAN,LCHCQIYQL,1999-10-13 10:43:28,2000-10-12 10:43:28,6,
9301,STEIN,CIBVRPUXBFTRK,1999-10-13 10:43:28,2000-10-12 10:43:28,9,
9302,TOLSKY,FKSYMVFLCOUCQP,1999-10-13 10:43:28,2000-10-12 10:43:28,6,
9303,UNAKLET,IWEHICGIOOYWHH,1999-10-13 10:43:28,2000-10-12 10:43:28,6,198
9304,VANN,MGREUCMUUHLKJG,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9305,WOLFMULE,CVJCPJFSCMAMWB,1999-10-13 10:43:28,2000-10-12 10:43:28,7,200
9306,XAVIER,KHIKNVOJIPU,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9307,YEONG,MVFYBMHSHPWXEY,1999-10-13 10:43:28,2000-10-12 10:43:28,6,
9308,ZUCKER,HNFQKBOTHWKEOF,1999-10-13 10:43:28,2000-10-12 10:43:28,9,
9309,ANDERSON,XXUMEMDJVRRQBV,1999-10-13 10:43:28,2000-10-12 10:43:28,4,440
9310,BARR,KMCB,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9311,CHEN,JDJOEMMUMY,1999-10-13 10:43:28,2000-10-12 10:43:28,8,
9312,DORR,FVUPDR,1999-10-13 10:43:28,2000-10-12 10:43:28,8,476
9313,EFLIN,QHPWJVCBVP,1999-10-13 10:43:28,2000-10-12 10:43:28,5,297
9314,FLORINI,JYDIHYNJI,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9315,GOHAN,JBBMICDDEGNTEE,1999-10-13 10:43:28,2000-10-12 10:43:28,7,306
9316,HAHN,BDQDEOBEGCIJWU,1999-10-13 10:43:28,2000-10-12 10:43:28,8,
9317,INFANTE,TZOBHPCQBEWJGO,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9318,JONES,HLXIRORNCTLKCV,1999-10-13 10:43:28,2000-10-12 10:43:28,6,
9319,KAHRMANN,OJKTREBQGWDP,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9320,LING,MAM,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9321,MAKAI,VDDJSWDLPDOCYW,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9322,NELSON,WQPUNPOIOCH,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9323,OLPHANT,UNKNLYXIKSWBGK,1999-10-13 10:43:28,2000-10-12 10:43:28,5,500
9324,PAYNTER,CVMY,1999-10-13 10:43:28,2000-10-12 10:43:28,5,
9325,QUINT,KWQMUOCJNLQAFK,1999-10-13 10:43:28,2000-10-12 10:43:28,8,
9326,RYAN,YSXIJCKJEMUB,1999-10-13 10:43:28,2000-10-12 10:43:28,2,
9327,STEIN,WQLTU,1999-10-13 10:43:28,2000-10-12 10:43:28,6,202
9328,TOLSKY,MJPS,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9329,UNAKLET,JBDCJLWASMGAYY,1999-10-13 10:43:28,2000-10-12 10:43:28,3,
9330,VANN,WJJ,1999-10-13 10:43:28,2000-10-12 10:43:28,7,
9331,WOLFMULE,WSJUQHBB,1999-10-13 10:43:28,2000-10-12 10:43:28,4,
9332,XAVIER,KXBPKCLN,1999-10-13 10:43:28,2000-10-12 10:43:28,8,
9333,YEONG,XNFMPF,1999-10-13 10:43:28,2000-10-12 10:43:28,7,346
9334,ZUCKER,ZDXXDQZRFIB,1999-10-13 10:43:28,2000-10-12 10:43:28,9,
9335,ANDERSON,RSYGQRSHGKTSAF,1999-10-13 10:43:29,2000-10-12 10:43:29,5,
9336,BARR,IMGCTJKP,1999-10-13 10:43:29,2000-10-12 10:43:29,8,
9337,CHEN,SOEBICQLBKJ,1999-10-13 10:43:29,2000-10-12 10:43:29,3,
9338,DORR,MANTQYFWWZXLOX,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9339,EFLIN,RTMOHSFCCLRXKI,1999-10-13 10:43:29,2000-10-12 10:43:29,6,462
9340,FLORINI,POFGFMPJXGXSE,1999-10-13 10:43:29,2000-10-12 10:43:29,9,
9341,GOHAN,QTLZXEMYEAKTXO,1999-10-13 10:43:29,2000-10-12 10:43:29,8,
9342,HAHN,KNTIV,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9343,INFANTE,KUYQVEKFXJRSLJ,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9344,JONES,OYDGRIEPGGKOVT,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9345,KAHRMANN,DOMXRUAA,1999-10-13 10:43:29,2000-10-12 10:43:29,8,357
9346,LING,CCIEUANLKYMHUJ,1999-10-13 10:43:29,2000-10-12 10:43:29,3,
9347,MAKAI,IYRVPWJF,1999-10-13 10:43:29,2000-10-12 10:43:29,8,
9348,NELSON,HJJORCTETGKL,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9349,OLPHANT,VURVLHCUJSLMFG,1999-10-13 10:43:29,2000-10-12 10:43:29,3,
9350,PAYNTER,XIROLOYBNTYMEF,1999-10-13 10:43:29,2000-10-12 10:43:29,9,
9351,QUINT,YMDOMF,1999-10-13 10:43:29,2000-10-12 10:43:29,8,
9352,RYAN,DPZVECNHLHEYCX,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9353,STEIN,WRFXKIJYVUHYWR,1999-10-13 10:43:29,2000-10-12 10:43:29,8,
9354,TOLSKY,THBHA,1999-10-13 10:43:29,2000-10-12 10:43:29,2,
9355,UNAKLET,LLHWRVLQMHUEDD,1999-10-13 10:43:29,2000-10-12 10:43:29,8,
9356,VANN,GRAJGDQKQFOYVI,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9357,WOLFMULE,MYDYOGJ,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9358,XAVIER,EYXQZUPWKSJ,1999-10-13 10:43:29,2000-10-12 10:43:29,3,390
9359,YEONG,YZQSEUPLSXUWTJ,1999-10-13 10:43:29,2000-10-12 10:43:29,5,
9360,ZUCKER,TMJZMGQCTYLJEV,1999-10-13 10:43:29,2000-10-12 10:43:29,4,364
9361,ANDERSON,TGODYSXSFLCUR,1999-10-13 10:43:29,2000-10-12 10:43:29,3,
9362,BARR,JIL,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9363,CHEN,RFFHGPZGEENCDI,1999-10-13 10:43:29,2000-10-12 10:43:29,2,
9364,DORR,BBPLIYOUPVLS,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9365,EFLIN,VSJEVROULXCWQO,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9366,FLORINI,CICIIFFQQQFICH,1999-10-13 10:43:29,2000-10-12 10:43:29,3,
9367,GOHAN,ZEPVOWBETTNJ,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9368,HAHN,PFGCVEJ,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9369,INFANTE,XIXFFHWTQFGJIX,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9370,JONES,SUGSOBIKQTGFW,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9371,KAHRMANN,NFYLNJIFEIWGKB,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9372,LING,QATLTP,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9373,MAKAI,YSMSWRFTFFNRCA,1999-10-13 10:43:29,2000-10-12 10:43:29,6,390
9374,NELSON,FMVINGRJRHXLC,1999-10-13 10:43:29,2000-10-12 10:43:29,5,
9375,OLPHANT,SMEKNZDVAOGO,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9376,PAYNTER,LCNFKWJ,1999-10-13 10:43:29,2000-10-12 10:43:29,5,
9377,QUINT,GDEHGKHSZHRAVL,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9378,RYAN,HKQD,1999-10-13 10:43:29,2000-10-12 10:43:29,7,477
9379,STEIN,TXOWFHUQLVVUUJ,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9380,TOLSKY,CUYCLHWFJTPAR,1999-10-13 10:43:29,2000-10-12 10:43:29,9,472
9381,UNAKLET,JYRQDXV,1999-10-13 10:43:29,2000-10-12 10:43:29,9,
9382,VANN,AKLUPDANYDQNLU,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9383,WOLFMULE,IUDOLDHFIBUCC,1999-10-13 10:43:29,2000-10-12 10:43:29,3,
9384,XAVIER,SOYJBHSIZVMSVC,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9385,YEONG,OHTDJ,1999-10-13 10:43:29,2000-10-12 10:43:29,9,
9386,ZUCKER,YKUFDOVXQTSN,1999-10-13 10:43:29,2000-10-12 10:43:29,5,
9387,ANDERSON,EODMPBSS,1999-10-13 10:43:29,2000-10-12 10:43:29,5,
9388,BARR,WBEXZBHQFNGHEW,1999-10-13 10:43:29,2000-10-12 10:43:29,9,474
9389,CHEN,KFKBGQUPSQ,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9390,DORR,HDQRCOZOVGJHHJ,1999-10-13 10:43:29,2000-10-12 10:43:29,2,
9391,EFLIN,QQLBHIRG,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9392,FLORINI,TGSVDHFQKSF,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9393,GOHAN,VXZEINY,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9394,HAHN,ZGAGFHPHWQSXIC,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9395,INFANTE,DREMMNKPOXUSXD,1999-10-13 10:43:29,2000-10-12 10:43:29,4,374
9396,JONES,VMXMDOCAEFIEEV,1999-10-13 10:43:29,2000-10-12 10:43:29,2,
9397,KAHRMANN,WEVHHVMXORIUI,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9398,LING,FVMEJFQZLGO,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9399,MAKAI,JHYNPPUCXSGPIF,1999-10-13 10:43:29,2000-10-12 10:43:29,2,
9400,NELSON,MRCZPDRXNSMBHH,1999-10-13 10:43:29,2000-10-12 10:43:29,2,
9401,OLPHANT,UULILFLUGKVBHH,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9402,PAYNTER,XXLBOGMFGDRYMM,1999-10-13 10:43:29,2000-10-12 10:43:29,8,
9403,QUINT,YFIXWOQXDCPUKI,1999-10-13 10:43:29,2000-10-12 10:43:29,7,
9404,RYAN,NYVULILDTPD,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9405,STEIN,XQLGNWI,1999-10-13 10:43:29,2000-10-12 10:43:29,7,482
9406,TOLSKY,WHSEQCCRTAFPKE,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9407,UNAKLET,GRCKOJQJW,1999-10-13 10:43:29,2000-10-12 10:43:29,5,
9408,VANN,CMPLLRLYHA,1999-10-13 10:43:29,2000-10-12 10:43:29,3,377
9409,WOLFMULE,YENJHZHYLSCAJZ,1999-10-13 10:43:29,2000-10-12 10:43:29,4,
9410,XAVIER,MXRYLRC,1999-10-13 10:43:29,2000-10-12 10:43:29,9,
9411,YEONG,YJEGBKULPUS,1999-10-13 10:43:29,2000-10-12 10:43:29,3,
9412,ZUCKER,SVPBSPWJQIPBQG,1999-10-13 10:43:29,2000-10-12 10:43:29,6,
9413,ANDERSON,PCVBUQOZRUVWUW,1999-10-13 10:43:30,2000-10-12 10:43:30,2,423
9414,BARR,JLOCFGLCSQUAVN,1999-10-13 10:43:30,2000-10-12 10:43:30,9,59
9415,CHEN,DVPFC,1999-10-13 10:43:30,2000-10-12 10:43:30,3,
9416,DORR,GPSYCQLXWCYNHP,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
9417,EFLIN,YJNM,1999-10-13 10:43:30,2000-10-12 10:43:30,6,109
9418,FLORINI,MDNQTLKZTXWYIV,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
9419,GOHAN,XGTMYYGJVVMRKB,1999-10-13 10:43:30,2000-10-12 10:43:30,3,
9420,HAHN,FGWYXNPWUVBDWA,1999-10-13 10:43:30,2000-10-12 10:43:30,5,490
9421,INFANTE,DYVFDHIIGTVEKN,1999-10-13 10:43:30,2000-10-12 10:43:30,4,
9422,JONES,IOFYEGYYZYCVY,1999-10-13 10:43:30,2000-10-12 10:43:30,9,
9423,KAHRMANN,XVWW,1999-10-13 10:43:30,2000-10-12 10:43:30,4,
9424,LING,BZWYYPYKJGXSSQ,1999-10-13 10:43:30,2000-10-12 10:43:30,9,107
9425,MAKAI,IVXEKWHWDJ,1999-10-13 10:43:30,2000-10-12 10:43:30,6,
9426,NELSON,FBDOG,1999-10-13 10:43:30,2000-10-12 10:43:30,3,
9427,OLPHANT,BUNVNWWABO,1999-10-13 10:43:30,2000-10-12 10:43:30,6,310
9428,PAYNTER,TVPUMLJU,1999-10-13 10:43:30,2000-10-12 10:43:30,2,
9429,QUINT,JEOTGPPMYJKHQ,1999-10-13 10:43:30,2000-10-12 10:43:30,9,
9430,RYAN,BRKIE,1999-10-13 10:43:30,2000-10-12 10:43:30,4,
9431,STEIN,QFGAKKJBLWFBKB,1999-10-13 10:43:30,2000-10-12 10:43:30,3,
9432,TOLSKY,PXSNJBMEQORFGI,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
9433,UNAKLET,LCMKKBOCTPDHMK,1999-10-13 10:43:30,2000-10-12 10:43:30,8,
9434,VANN,VPSEBBEIONM,1999-10-13 10:43:30,2000-10-12 10:43:30,2,
9435,WOLFMULE,ZJYUHZTQWVUJUI,1999-10-13 10:43:30,2000-10-12 10:43:30,6,216
9436,XAVIER,UIIPAXLRONYSF,1999-10-13 10:43:30,2000-10-12 10:43:30,9,
9437,YEONG,YDQUMYWCLC,1999-10-13 10:43:30,2000-10-12 10:43:30,7,
9438,ZUCKER,BKMYFNIUVHCLQJ,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
9439,ANDERSON,WRVVC,1999-10-13 10:43:30,2000-10-12 10:43:30,6,
9440,BARR,CTMBSJ,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
9441,CHEN,DXDFACELNXTBZP,1999-10-13 10:43:30,2000-10-12 10:43:30,8,
9442,DORR,RJGSYEKGNCJUOX,1999-10-13 10:43:30,2000-10-12 10:43:30,3,
9443,EFLIN,JLVCSM,1999-10-13 10:43:30,2000-10-12 10:43:30,6,
9444,FLORINI,GTTDV,1999-10-13 10:43:30,2000-10-12 10:43:30,3,
9445,GOHAN,AHHTTQZOYR,1999-10-13 10:43:30,2000-10-12 10:43:30,2,
9446,HAHN,SZWLMQNDUTAUHG,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
9447,INFANTE,BEOJLDZWZWP,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
9448,JONES,MIRSYODWRWJX,1999-10-13 10:43:30,2000-10-12 10:43:30,5,
